,,Measured Temperature,,,
Date Time,Tout,AllTin,OtherAvT,ROOM1,GasUsed
11/23/2018 20:00,6.775,16.141,16.1314,16.237,5.790414933
11/23/2018 21:00,6.775,16.38372727,16.3603,16.618,5.790414933
11/23/2018 22:00,6.877,16.69563636,16.6653,16.999,0.445416533
11/23/2018 23:00,6.877,16.245,16.2363,16.332,0
11/24/2018 0:00,6.978,15.73345455,15.7499,15.569,0
11/24/2018 1:00,7.381,15.38636364,15.4159,15.091,0
11/24/2018 2:00,7.481,15.13427273,15.1673,14.804,0
11/24/2018 3:00,7.481,14.90836364,14.9475,14.517,0
11/24/2018 4:00,7.381,14.70836364,14.7467,14.325,0
11/24/2018 5:00,7.28,14.53418182,14.5742,14.134,0
11/24/2018 6:00,7.381,14.38627273,14.4307,13.942,14.6987456
11/24/2018 7:00,7.28,15.98481818,16.0169,15.664,3.6746864
11/24/2018 8:00,7.28,16.45309091,16.4271,16.713,7.126664533
11/24/2018 9:00,7.481,16.86,16.8366,17.094,4.231457067
11/24/2018 10:00,8.182,16.73018182,16.7129,16.903,6.3471856
11/24/2018 11:00,7.782,17.31872727,17.2936,17.57,5.010936
11/24/2018 12:00,8.879,17.189,17.17,17.379,3.563332266
11/24/2018 13:00,8.779,17.53481818,17.5028,17.855,6.681248
11/24/2018 14:00,8.581,17.55227273,17.522,17.855,1.0021872
11/24/2018 15:00,8.182,17.50890909,17.4743,17.855,6.681248
11/24/2018 16:00,7.882,17.78581818,17.7408,18.236,4.231457067
11/24/2018 17:00,7.481,17.80318182,17.7599,18.236,2.449790933
11/24/2018 18:00,7.381,17.54372727,17.5031,17.95,5.567706667
11/24/2018 19:00,6.877,18.01936364,17.9787,18.426,3.897394668
11/24/2018 20:00,6.573,17.83781818,17.798,18.236,2.3384368
11/24/2018 21:00,6.268,17.80318182,17.7599,18.236,5.901769067
11/24/2018 22:00,5.86,17.94154545,17.8931,18.426,0.6681248
11/24/2018 23:00,5.552,17.72527273,17.6838,18.14,0
11/25/2018 0:00,5.552,17.19772727,17.1891,17.284,0
11/25/2018 1:00,5.347,16.82554545,16.8368,16.713,0
11/25/2018 2:00,3.367,16.46163636,16.4746,16.332,0
11/25/2018 3:00,5.141,16.16718182,16.1888,15.951,0
11/25/2018 4:00,5.037,15.933,15.9599,15.664,0
11/25/2018 5:00,5.244,15.664,15.6926,15.378,0
11/25/2018 6:00,5.347,15.447,15.473,15.187,13.362496
11/25/2018 7:00,5.347,16.86872727,16.8938,16.618,2.0043744
11/25/2018 8:00,5.552,17.08518182,17.0558,17.379,6.903956266
11/25/2018 9:00,5.552,17.18036364,17.1605,17.379,2.115728534
11/25/2018 10:00,5.757,17.28409091,17.246,17.665,6.903956267
11/25/2018 11:00,6.775,17.29281818,17.2746,17.475,1.893020267
11/25/2018 12:00,7.381,17.60427273,17.5602,18.045,6.569893866
11/25/2018 13:00,7.582,17.63890909,17.6173,17.855,1.447603733
11/25/2018 14:00,7.882,17.83781818,17.798,18.236,5.679060801
11/25/2018 15:00,6.674,17.99336364,17.9406,18.521,2.3384368
11/25/2018 16:00,6.064,17.62163636,17.5888,17.95,5.3449984
11/25/2018 17:00,5.757,18.028,17.9882,18.426,3.6746864
11/25/2018 18:00,5.86,17.86381818,17.8266,18.236,1.893020267
11/25/2018 19:00,5.552,17.65609091,17.6077,18.14,7.238018667
11/25/2018 20:00,5.655,17.95881818,17.9121,18.426,2.227082667
11/25/2018 21:00,5.347,17.855,17.8169,18.236,3.006561601
11/25/2018 22:00,5.037,17.83781818,17.7695,18.521,0.3340624
11/25/2018 23:00,5.037,17.43118182,17.4078,17.665,0
11/26/2018 0:00,5.037,16.98127273,16.9795,16.999,0
11/26/2018 1:00,4.623,16.61736364,16.6268,16.523,0
11/26/2018 2:00,4.831,16.297,16.3126,16.141,0
11/26/2018 3:00,4.934,16.01945455,16.0359,15.855,0
11/26/2018 4:00,5.037,15.77663636,15.7974,15.569,0
11/26/2018 5:00,5.347,15.58581818,15.6162,15.282,0
11/26/2018 6:00,5.347,15.36881818,15.3966,15.091,13.58520427
11/26/2018 7:00,5.45,16.89463636,16.9128,16.713,2.449790934
11/26/2018 8:00,4.934,17.09381818,17.0653,17.379,5.790414934
11/26/2018 9:00,5.347,17.17154545,17.1603,17.284,0.779478933
11/26/2018 10:00,6.37,17.10245455,17.0748,17.379,0
11/26/2018 11:00,6.37,16.72136364,16.7317,16.618,0
11/26/2018 12:00,7.682,16.49627273,16.5222,16.237,0
11/26/2018 13:00,8.282,16.47854545,16.5123,16.141,0
11/26/2018 14:00,7.782,16.02836364,16.0552,15.76,0
11/26/2018 15:00,6.674,15.74209091,15.7785,15.378,0
11/26/2018 16:00,6.573,15.48163636,15.5111,15.187,0
11/26/2018 17:00,5.244,15.25581818,15.2914,14.9,0
11/26/2018 18:00,5.655,15.05590909,15.0906,14.709,14.0306208
11/26/2018 19:00,5.757,16.58290909,16.608,16.332,1.893020267
11/26/2018 20:00,5.347,16.79936364,16.7699,17.094,7.238018668
11/26/2018 21:00,5.037,16.88609091,16.8748,16.999,3.117915734
11/26/2018 22:00,5.037,17.12845455,17.0843,17.57,0.111354133
11/26/2018 23:00,4.831,16.62609091,16.5984,16.903,0
11/27/2018 0:00,4.727,16.15827273,16.16,16.141,0
11/27/2018 1:00,4.102,15.76790909,15.7783,15.664,0
11/27/2018 2:00,4.102,15.44681818,15.4633,15.282,0
11/27/2018 3:00,3.893,15.20336364,15.2241,14.996,0
11/27/2018 4:00,3.893,14.96872727,14.9947,14.709,0
11/27/2018 5:00,3.998,14.76863636,14.8034,14.421,0
11/27/2018 6:00,3.788,14.54236364,14.5832,14.134,14.47603733
11/27/2018 7:00,3.261,16.11518182,16.1507,15.76,4.0087488
11/27/2018 8:00,3.261,16.54836364,16.5224,16.808,6.792602134
11/27/2018 9:00,3.998,16.71272727,16.7032,16.808,0.445416533
11/27/2018 10:00,5.037,16.49645455,16.4938,16.523,0
11/27/2018 11:00,5.244,15.88981818,15.9219,15.569,0
11/27/2018 12:00,5.347,15.40390909,15.4543,14.9,0
11/27/2018 13:00,5.655,15.04754545,15.1102,14.421,0
11/27/2018 14:00,5.552,14.76063636,14.8329,14.038,0
11/27/2018 15:00,5.86,14.49072727,14.5648,13.75,0
11/27/2018 16:00,5.86,14.24681818,14.3254,13.461,0
11/27/2018 17:00,6.37,14.02881818,14.1144,13.173,0
11/27/2018 18:00,6.877,13.88054545,13.961,13.076,15.3668704
11/27/2018 19:00,7.28,15.68081818,15.7398,15.091,5.6790608
11/27/2018 20:00,7.079,16.27081818,16.2742,16.237,5.567706667
11/27/2018 21:00,6.775,16.59136364,16.5792,16.713,7.349372801
11/27/2018 22:00,6.877,16.78218182,16.7605,16.999,0.556770667
11/27/2018 23:00,6.37,16.53963636,16.5223,16.713,0
11/28/2018 0:00,6.471,16.011,16.0266,15.855,0
11/28/2018 1:00,6.674,15.62954545,15.6643,15.282,0
11/28/2018 2:00,6.877,15.30836364,15.3492,14.9,0
11/28/2018 3:00,6.978,15.06481818,15.11,14.613,0
11/28/2018 4:00,7.179,14.85636364,14.9095,14.325,0
11/28/2018 5:00,7.782,14.68227273,14.7467,14.038,0
11/28/2018 6:00,8.481,14.52563636,14.5936,13.846,14.81009973
11/28/2018 7:00,9.472,16.26218182,16.3124,15.76,3.229269867
11/28/2018 8:00,10.357,16.78190909,16.7698,16.903,7.906143466
11/28/2018 9:00,11.625,17.06772727,17.0746,16.999,0.445416533
11/28/2018 10:00,12.69,17.033,17.0364,16.999,0
11/28/2018 11:00,13.076,16.59163636,16.6176,16.332,0
11/28/2018 12:00,13.846,16.31454545,16.3509,15.951,0
11/28/2018 13:00,14.134,16.19327273,16.2366,15.76,0
11/28/2018 14:00,13.846,16.06318182,16.1126,15.569,0
11/28/2018 15:00,13.558,15.94172727,15.9886,15.473,0
11/28/2018 16:00,13.75,15.82036364,15.8646,15.378,0
11/28/2018 17:00,13.558,15.72490909,15.7692,15.282,0
11/28/2018 18:00,12.883,15.61209091,15.6642,15.091,13.58520427
11/28/2018 19:00,12.11,17.232,17.2744,16.808,4.788227733
11/28/2018 20:00,11.916,17.58690909,17.5791,17.665,3.897394667
11/28/2018 21:00,11.625,17.62136364,17.617,17.665,3.0065616
11/28/2018 22:00,11.722,17.84636364,17.817,18.14,0.3340624
11/28/2018 23:00,10.651,17.37063636,17.3602,17.475,2.115728534
11/29/2018 0:00,9.669,17.362,17.3793,17.189,0.222708267
11/29/2018 1:00,9.373,16.98127273,17.0081,16.713,2.0043744
11/29/2018 2:00,9.669,17.007,17.0554,16.523,0.111354133
11/29/2018 3:00,10.063,16.73881818,16.789,16.237,2.227082666
11/29/2018 4:00,10.455,16.80790909,16.8746,16.141,0.111354133
11/29/2018 5:00,11.139,16.58290909,16.6461,15.951,2.115728533
11/29/2018 6:00,12.013,16.66927273,16.7507,15.855,12.13760053
11/29/2018 7:00,12.11,17.95072727,17.9888,17.57,5.456352533
11/29/2018 8:00,12.594,18.53954545,18.5604,18.331,6.235831467
11/29/2018 9:00,13.173,18.86881818,18.8941,18.616,0.111354133
11/29/2018 10:00,13.942,18.59072727,18.6453,18.045,0
11/29/2018 11:00,13.846,18.09736364,18.1596,17.475,0
11/29/2018 12:00,13.846,17.79436364,17.8549,17.189,0
11/29/2018 13:00,12.207,17.55236364,17.6077,16.999,0
11/29/2018 14:00,11.236,17.414,17.4651,16.903,0
11/29/2018 15:00,10.651,17.23227273,17.2652,16.903,0
11/29/2018 16:00,10.161,16.92072727,16.9701,16.427,0
11/29/2018 17:00,9.965,16.69563636,16.7511,16.141,0
11/29/2018 18:00,9.275,16.48772727,16.5414,15.951,13.25114187
11/29/2018 19:00,9.077,17.87236364,17.9121,17.475,2.449790933
11/29/2018 20:00,9.571,18.20954545,18.226,18.045,7.906143467
11/29/2018 21:00,8.978,18.40872727,18.4165,18.331,4.231457066
11/29/2018 22:00,8.879,18.68545455,18.7209,18.331,2.004374401
11/29/2018 23:00,8.282,18.49509091,18.521,18.236,0
11/30/2018 0:00,8.282,17.86372727,17.9026,17.475,0
11/30/2018 1:00,7.983,17.39663636,17.4364,16.999,0
11/30/2018 2:00,7.682,17.02463636,17.0653,16.618,0
11/30/2018 3:00,7.481,16.69563636,16.7415,16.237,0
11/30/2018 4:00,6.978,16.40981818,16.4557,15.951,0
11/30/2018 5:00,6.573,16.18463636,16.2271,15.76,0
11/30/2018 6:00,6.978,15.95045455,15.9982,15.473,13.47385013
11/30/2018 7:00,6.775,17.45727273,17.4841,17.189,1.893020267
11/30/2018 8:00,6.978,17.55236364,17.5411,17.665,5.456352533
11/30/2018 9:00,7.381,17.54363636,17.5505,17.475,1.113541333
11/30/2018 10:00,8.182,17.82036364,17.8264,17.76,0
11/30/2018 11:00,8.978,17.50890909,17.5409,17.189,0
11/30/2018 12:00,9.472,17.34454545,17.3982,16.808,0
11/30/2018 13:00,10.063,17.19736364,17.2458,16.713,0
11/30/2018 14:00,11.041,16.98109091,17.0365,16.427,0
11/30/2018 15:00,8.581,16.59145455,16.646,16.046,0
11/30/2018 16:00,8.382,16.297,16.3507,15.76,0
11/30/2018 17:00,7.481,16.04554545,16.0932,15.569,0
11/30/2018 18:00,6.775,15.82881818,15.8739,15.378,13.47385013
11/30/2018 19:00,7.179,17.32727273,17.3697,16.903,6.124477333
11/30/2018 20:00,7.28,17.88954545,17.893,17.855,7.126664533
11/30/2018 21:00,6.978,18.26163636,18.2642,18.236,5.901769066
11/30/2018 22:00,7.079,18.452,18.4546,18.426,0.111354133
11/30/2018 23:00,6.573,18.01063636,18.0072,18.045,0
