Date Time,Tin,Tout,GasUsed,Srd
2018-11-11 10:00:00,18.13181818,10.062999999999999,3.897394667,34
2018-11-11 11:00:00,18.33936364,11.819,3.117915734,71
2018-11-11 12:00:00,18.91018182,11.139000000000001,2.783853334,342
2018-11-11 13:00:00,18.78909091,11.915999999999999,3.0065616000000004,325
2018-11-11 14:00:00,18.98781818,12.497,2.3384367999999998,189
2018-11-11 15:00:00,18.67645455,11.139000000000001,3.563332267,206
2018-11-11 16:00:00,18.762999999999998,10.062999999999999,1.558957867,112
2018-11-11 17:00:00,18.469,8.978,4.6768735999999995,17
2018-11-11 18:00:00,18.68536364,8.779,1.3362496000000001,2
2018-11-11 19:00:00,18.42581818,6.877000000000001,4.231457066,1
2018-11-11 20:00:00,18.56436364,8.382,1.002187201,1
2018-11-11 21:00:00,18.33063636,8.082,5.456352534,1
2018-11-11 22:00:00,18.50372727,7.481,0.33406240000000004,2
2018-11-11 23:00:00,18.37390909,7.079,0.0,1
2018-11-12 00:00:00,17.92427273,7.178999999999999,0.0,1
2018-11-12 01:00:00,17.56109091,7.582000000000001,0.0,1
2018-11-12 02:00:00,17.241,7.481,0.0,1
2018-11-12 03:00:00,16.98136364,6.37,0.0,1
2018-11-12 04:00:00,16.69554545,5.5520000000000005,0.0,1
2018-11-12 05:00:00,16.46190909,5.757000000000001,0.0,1
2018-11-12 06:00:00,16.26245455,5.347,12.47166293,2
2018-11-12 07:00:00,17.58690909,5.5520000000000005,1.447603734,1
2018-11-12 08:00:00,17.682000000000002,6.064,4.676873598999999,2
2018-11-12 09:00:00,17.855,8.382,0.7794789329999999,21
2018-11-12 10:00:00,18.24418182,10.062999999999999,0.0,124
2018-11-12 11:00:00,18.09718182,12.013,0.0,225
2018-11-12 12:00:00,18.01963636,12.787,0.0,276
2018-11-12 13:00:00,17.73390909,13.075999999999999,0.0,336
2018-11-12 14:00:00,17.54363636,12.98,0.0,288
2018-11-12 15:00:00,17.31,12.594000000000001,0.0,56
2018-11-12 16:00:00,17.07654545,11.431,0.0,92
2018-11-12 17:00:00,16.85145455,10.748,0.0,13
2018-11-12 18:00:00,16.65218182,9.275,12.026246400000002,3
2018-11-12 19:00:00,18.08863636,9.077,1.6703120009999999,1
2018-11-12 20:00:00,18.054000000000002,9.176,4.5655194660000005,2
2018-11-12 21:00:00,17.96727273,9.077,3.117915734,2
2018-11-12 22:00:00,18.14045455,8.68,0.222708267,1
2018-11-12 23:00:00,17.74254545,8.581,0.0,2
2018-11-13 00:00:00,17.31872727,8.481,0.0,1
2018-11-13 01:00:00,16.98981818,7.983,0.0,2
2018-11-13 02:00:00,16.70436364,7.882000000000001,0.0,2
2018-11-13 03:00:00,16.46190909,7.782,0.0,2
2018-11-13 04:00:00,16.23654545,7.983,0.0,2
2018-11-13 05:00:00,16.05454545,7.782,0.0,1
2018-11-13 06:00:00,15.88972727,7.682,13.47385013,1
2018-11-13 07:00:00,17.32745455,7.682,1.4476037330000002,2
2018-11-13 08:00:00,17.535,7.882000000000001,4.5655194660000005,2
2018-11-13 09:00:00,17.67336364,8.879,0.44541653299999995,31
2018-11-13 10:00:00,17.95009091,9.965,0.0,129
2018-11-13 11:00:00,17.77690909,11.334000000000001,0.0,234
2018-11-13 12:00:00,17.74272727,11.915999999999999,0.0,280
2018-11-13 13:00:00,17.65609091,13.269,0.0,299
2018-11-13 14:00:00,17.50027273,13.173,0.0,270
2018-11-13 15:00:00,17.28390909,12.883,0.0,218
2018-11-13 16:00:00,17.00727273,10.944,0.0,118
2018-11-13 17:00:00,16.79054545,9.866,0.0,8
2018-11-13 18:00:00,16.61754545,9.669,12.13760053,2
2018-11-13 19:00:00,18.03672727,9.472000000000001,0.8908330659999999,1
2018-11-13 20:00:00,18.01927273,8.779,5.679060799,1
2018-11-13 21:00:00,18.10581818,8.978,1.4476037330000002,1
2018-11-13 22:00:00,18.07127273,9.472000000000001,0.33406240000000004,2
2018-11-13 23:00:00,17.72527273,9.669,0.0,1
2018-11-14 00:00:00,17.37063636,9.669,0.0,2
2018-11-14 01:00:00,17.05918182,10.357000000000001,0.0,1
2018-11-14 02:00:00,16.85163636,10.455,0.0,1
2018-11-14 03:00:00,16.687,10.357000000000001,0.0,1
2018-11-14 04:00:00,16.53109091,10.748,0.0,2
2018-11-14 05:00:00,16.39263636,11.334000000000001,0.0,1
2018-11-14 06:00:00,16.27990909,11.431,12.58301707,2
2018-11-14 07:00:00,17.88972727,11.139000000000001,1.4476037330000002,1
2018-11-14 08:00:00,17.94154545,11.431,3.7860405339999996,1
2018-11-14 09:00:00,18.02781818,12.594000000000001,0.890833067,24
2018-11-14 10:00:00,18.20109091,13.942,0.0,193
2018-11-14 11:00:00,18.24409091,14.9,0.0,330
2018-11-14 12:00:00,18.27890909,14.9,0.0,327
2018-11-14 13:00:00,18.16645455,14.995999999999999,0.0,375
2018-11-14 14:00:00,17.98481818,14.325,0.0,193
2018-11-14 15:00:00,17.77718182,13.654000000000002,0.0,193
2018-11-14 16:00:00,17.535,12.207,0.0,84
2018-11-14 17:00:00,17.336,10.651,0.0,13
2018-11-14 18:00:00,17.163,8.481,11.692184,1
2018-11-14 19:00:00,18.52963636,9.373,0.44541653299999995,2
2018-11-14 20:00:00,18.47763636,8.879,4.120102933,1
2018-11-14 21:00:00,18.38263636,8.879,1.447603734,2
2018-11-14 22:00:00,18.19245455,8.879,0.11135413300000001,2
2018-11-14 23:00:00,17.91545455,8.978,0.0,2
2018-11-15 00:00:00,17.63018182,10.062999999999999,0.0,1
2018-11-15 01:00:00,17.40536364,10.062999999999999,0.0,2
2018-11-15 02:00:00,17.21481818,10.455,0.0,1
2018-11-15 03:00:00,17.05054545,10.748,0.0,1
2018-11-15 04:00:00,16.89481818,10.944,0.0,2
2018-11-15 05:00:00,16.79090909,11.040999999999999,0.0,1
2018-11-15 06:00:00,16.67836364,11.040999999999999,11.58082987,2
2018-11-15 07:00:00,18.028,11.139000000000001,0.890833067,1
2018-11-15 08:00:00,18.175,11.431,4.120102933,2
2018-11-15 09:00:00,18.03654545,11.915999999999999,0.33406240000000004,16
2018-11-15 10:00:00,18.19245455,12.304,0.0,79
2018-11-15 11:00:00,18.07109091,12.883,0.0,130
2018-11-15 12:00:00,18.02809091,12.98,0.0,151
2018-11-15 13:00:00,18.07127273,13.173,0.0,241
2018-11-15 14:00:00,17.92418182,13.558,0.0,249
2018-11-15 15:00:00,17.73381818,13.460999999999999,0.0,168
2018-11-15 16:00:00,17.51781818,12.013,0.0,90
2018-11-15 17:00:00,17.336,13.075999999999999,0.0,3
2018-11-15 18:00:00,17.22354545,13.365,11.13541333,3
2018-11-15 19:00:00,18.59881818,13.460999999999999,0.44541653299999995,1
2018-11-15 20:00:00,18.62463636,13.460999999999999,4.008748801,3
2018-11-15 21:00:00,18.68536364,13.460999999999999,0.6681248000000001,1
2018-11-15 22:00:00,18.51227273,13.269,0.11135413300000001,2
2018-11-15 23:00:00,18.27027273,12.787,0.0,2
2018-11-16 00:00:00,18.03681818,12.304,0.0,1
2018-11-16 01:00:00,17.86363636,12.013,0.0,2
2018-11-16 02:00:00,17.68209091,11.722000000000001,0.0,2
2018-11-16 03:00:00,17.561,11.915999999999999,0.0,1
2018-11-16 04:00:00,17.43127273,12.013,0.0,1
2018-11-16 05:00:00,17.32754545,11.915999999999999,0.0,1
2018-11-16 06:00:00,17.23218182,11.819,11.13541333,2
2018-11-16 07:00:00,18.59027273,11.819,0.445416534,2
2018-11-16 08:00:00,18.54672727,11.819,4.008748799999999,2
2018-11-16 09:00:00,18.62481818,11.915999999999999,0.556770667,6
2018-11-16 10:00:00,18.52090909,12.594000000000001,0.0,40
2018-11-16 11:00:00,18.24427273,12.98,0.0,77
2018-11-16 12:00:00,18.00209091,12.787,0.0,60
2018-11-16 13:00:00,17.80309091,12.69,0.0,54
2018-11-16 14:00:00,17.67354545,12.69,0.0,32
2018-11-16 15:00:00,17.52636364,12.207,0.0,22
2018-11-16 16:00:00,17.40545455,11.722000000000001,0.0,11
2018-11-16 17:00:00,17.27554545,11.334000000000001,0.0,3
2018-11-16 18:00:00,17.17172727,11.040999999999999,11.024059199999998,1
2018-11-16 19:00:00,18.54690909,10.748,0.779478934,1
2018-11-16 20:00:00,18.42572727,10.062999999999999,4.008748799999999,1
2018-11-16 21:00:00,18.45172727,9.472000000000001,1.113541333,3
2018-11-16 22:00:00,18.30463636,9.275,0.11135413300000001,2
